SMILES,Valid,HBD,HBA,ConjSystems,AroSystems,ChargedAtoms,TotalFormalCharge,Halogens,RotBonds,RingCount,AroRingCount,HeteroAtoms,HeavyAtoms,FracCsp3,TPSA,cLogP,MolWt,ExactMass,ChiralCenters
Fc(c1)ccc(O[C@H]([16*])C2)c1[C@]23NC(=O)NC3=O,TRUE,2,3,2,1,0,0,1,0,3,1,7,17,0.272727273,67.43,0.5183,235.194,235.0518953,2
[14*]c1cc(N)ccc1,TRUE,1,1,1,1,0,0,0,0,1,1,2,7,0,26.02,0.4434,92.121,92.05002419,0
Clc(n1)nc(N)c(c12)ncn2[C@@H]3O[C@H]([12*])CC3,TRUE,1,6,1,1,0,0,1,1,3,2,8,16,0.444444444,78.85,1.2463,238.658,238.0495626,2
COc(c1)c(OC)c(OC)cc1N([9*])C,TRUE,0,4,1,1,0,0,0,4,1,1,5,14,0.4,30.93,1.6129,196.226,196.0973683,0
Cc1c([9*])cnc(c12)nc(N)nc2N,TRUE,2,5,1,1,0,0,0,0,2,2,6,13,0.125,90.71,-0.32778,174.187,174.0779703,0
[H]/N=C/[2*],TRUE,1,1,0,0,0,0,0,0,0,0,2,2,0,23.85,0.14277,28.034,28.01872406,0
ON([5*])C=O,TRUE,1,2,1,0,0,0,0,1,0,0,4,4,0,40.54,-0.7017,60.032,60.0085533,0
[H]/N=C(C)/N1CCC([*])CC1,TRUE,1,1,1,0,0,0,0,0,1,0,3,9,0.857142857,27.09,1.41717,125.195,125.1078734,0
[H]/N=C(\N)c(c1)ccc(c12)ccc([18*])c2,TRUE,2,1,1,1,0,0,0,1,2,2,3,13,0,49.87,1.29847,169.207,169.0765733,0
[13*]Oc(c1)ccc(c12)c(=O)c(co2)-c3ccc(O)cc3,TRUE,1,4,1,2,0,0,0,2,3,3,5,19,0,59.67,3.0087,253.233,253.0500838,0
O=S(=O)(C1)N(C)c(c12)ccc([7*])c2,TRUE,0,2,1,1,0,0,0,0,2,1,5,12,0.25,37.38,0.1408,182.224,182.0275745,0
O[C@@H]1[C@@H](O)[C@H](O)C([11*])=C[C@@H]1N,TRUE,4,4,0,0,0,0,0,0,1,0,5,10,0.666666667,86.71,-2.1568,144.15,144.0660682,4
C1C[C@@H](O)C[C@@H](C[C@H]2O)[C@@]1(C)[C@@H](CC3)[C@@H]2[C@@H]([C@]34C)CC[C@@H]4[21*],TRUE,2,2,0,0,0,0,0,0,4,0,3,21,1,40.46,3.6986,291.455,291.2324052,9
O=C(C1)NC(=O)N[C@@H]1[10*],TRUE,2,2,1,0,0,0,0,0,1,0,5,8,0.5,58.2,-0.9087,113.096,113.0351024,1
O=CN[5*],TRUE,1,1,1,0,0,0,0,1,0,0,3,3,0,29.1,-0.8033,44.033,44.01363868,0
c1cc(Br)cc(F)c1[11*],TRUE,0,0,1,1,0,0,2,0,1,1,3,8,0,0,1.7628,173.992,172.9402154,0
c1cc(Br)ccc1-c2nn(C)c(c23)cc(O[18*])c(F)c3,TRUE,0,3,1,2,0,0,2,2,3,3,6,19,0.071428571,27.05,3.985,320.141,318.9882282,0
N/C([*])=N\[H],TRUE,2,1,1,0,0,0,0,0,0,0,3,3,0,49.87,-0.57083,43.049,43.0296231,0
C[C@]12n3c4c5n([C@H](O1)C[C@@]2([23*])O)c6c(cccc6)c5c7c(CNC7=O)c4c8c3cccc8,TRUE,2,5,1,1,0,0,0,0,8,5,7,31,0.24,68.42,3.9889,408.437,408.1348164,3
O=[S@]([7*])O,TRUE,1,1,0,0,0,0,0,0,0,0,4,3,0,37.3,-0.3276,65.073,64.96972527,1
[10*]OC(=O)c1ccc(cc1)C(=O)c2c(O)ccc(c2)OC,TRUE,1,5,1,2,0,0,0,4,2,2,6,20,0.066666667,72.83,2.2529,271.248,271.0606485,0
[8*]c1c[nH]c(c12)[C@@H](N)N=CN2,TRUE,3,3,1,1,0,0,0,0,2,1,5,10,0.166666667,66.2,-0.3996,135.15,135.0670712,1
c1c(C)c(C)cc(c12)[n+](S([O-])(=O)=O)c3c(n2C[19*])nc(=O)[nH]c3=O,TRUE,1,7,1,1,2,0,0,2,3,1,11,23,0.230769231,128.83,-1.09096,335.321,335.0450155,0
c1ccccc1-c(n2C[7*])c(cc([NH3+])cc3)c3c(c24)ccc(=N\[H])/c4,TRUE,2,2,1,2,1,1,0,2,4,2,4,23,0.05,56.42,3.27277,299.377,299.141699,0
O=C(C)N(CC1)CCN1c2nccc(c2)-c3cc([N+]([O-])=O)c([*])cc3,TRUE,0,5,2,2,2,0,0,3,3,2,8,24,0.294117647,79.58,1.4999,325.348,325.1300654,0
c1cccc(C(=O)O)c1Nc2c([13*])cccc2,TRUE,2,2,1,2,0,0,0,3,2,2,4,16,0,49.33,2.303,212.228,212.0711536,0
O[C@@H]1[C@@H]([25*])O[C@H](C1)n2cnc(c23)c(=O)nc([nH]3)N,TRUE,3,7,1,1,0,0,0,1,3,2,9,17,0.444444444,119.05,-1.143,236.211,236.0783642,3
C1C[C@@H]([23*])O[C@H]1n2cnc(c23)c(N)ncn3,TRUE,1,6,1,1,0,0,0,1,3,2,7,15,0.444444444,78.85,0.5929,204.213,204.0885349,2
c1cccc(n12)ncc2-c3nc(ncc3)Nc4ccc([*])cc4,TRUE,1,5,1,3,0,0,0,3,4,4,6,22,0,55.11,2.7095,286.318,286.1092704,0
[13*]Oc1cc([N+]([O-])=O)ccc1,TRUE,0,3,1,1,2,0,0,2,1,1,5,10,0,52.37,1.4379,138.102,138.019118,0
[12*]Cn1c(=O)c(=O)[nH]c(c12)c(=O)[nH]c(=O)[nH]2,TRUE,3,5,1,1,0,0,0,1,2,2,9,15,0.142857143,120.58,-2.4268,209.141,209.0310796,0
C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1[8*],TRUE,3,4,0,0,0,0,0,0,1,0,5,10,1,69.92,-1.2169,147.15,147.0657338,5
[9*]c1c(F)cc(F)cc1F,TRUE,0,0,1,1,0,0,3,0,1,1,4,9,0,0,1.2785,131.076,131.0108597,0
[12*]Cn1cnc(c12)c(N)nc(n2)N,TRUE,2,6,1,1,0,0,0,1,2,2,7,12,0.166666667,95.64,-0.5025,163.164,163.0732192,0
O=C1[C@H](O)[C@@H]([9*])Oc(c12)cc(O)cc2O,TRUE,3,5,1,1,0,0,0,0,2,1,6,14,0.222222222,86.99,-0.0908,195.15,195.0293483,2
c1cccc(c2N[27*])c1nc(c23)CCCC3,TRUE,1,2,1,1,0,0,0,1,3,2,3,15,0.307692308,24.92,2.9898,197.261,197.1078734,0
O[C@H]1CO[C@H]([10*])C[C@@H]1O,TRUE,2,3,0,0,0,0,0,0,1,0,4,8,1,49.69,-0.9961,117.124,117.0551691,3
O[C@@H]1[C@H](O)[C@@H](F)[C@H](O)O[C@@H]1[11*],TRUE,3,4,0,0,0,0,1,0,1,0,6,10,1,69.92,-1.7297,151.113,151.040662,5
[16*]N1C=NC([C@@H]12)=C(N)NC=N2,TRUE,2,5,1,0,0,0,0,0,2,0,6,10,0.2,66.01,-1.12,136.138,136.0623202,1
[nH]1c(N)nc(=O)c(c12)[nH]cc2[9*],TRUE,3,3,1,1,0,0,0,0,2,2,6,11,0,87.56,-0.992,149.133,149.0463358,0
N\C([*])=N\[H],TRUE,2,1,1,0,0,0,0,0,0,0,3,3,0,49.87,-0.57083,43.049,43.0296231,0
[8*]OO,TRUE,1,2,0,0,0,0,0,0,0,0,3,2,0,29.46,-0.0597,33.006,32.99765427,0
[10*][C@@H]1SCC(C)=C(N1)C(=O)O,TRUE,2,3,1,0,0,0,0,1,1,0,5,10,0.5,49.33,0.5143,158.202,158.0275745,1
O=C([5*])c1c(C(=O)O)cccc1,TRUE,1,2,1,1,0,0,0,2,1,1,4,11,0,54.37,1.0743,149.125,149.023869,0
CC1(C)C[C@H](O)CC(C)=C1/C=C/C(C)=C/C=C/C(C)=C\C=C\C=C(C)/C=C/C=C([30*])\C,TRUE,1,1,1,0,0,0,0,8,1,0,2,30,0.379310345,20.23,8.0006,403.63,403.3000909,1
BrN([8*])C(=O)C,TRUE,0,1,1,0,0,0,1,0,0,0,4,5,0.5,20.31,0.6091,136.956,135.9398008,0
C[Si]([1*])(C)C,TRUE,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1.3706,73.191,73.04735182,0
c1cccc(C(=O)O)c1Nc2cc([16*])ccc2,TRUE,2,2,1,2,0,0,0,3,2,2,4,16,0,49.33,2.303,212.228,212.0711536,0
C1=CC(=O)C=CC1[7*],TRUE,0,1,1,0,0,0,0,0,1,0,2,7,0.166666667,17.07,1.0193,93.105,93.03403978,0
O=C([13*])Nc1ccc([N+]([O-])=O)cc1,TRUE,1,3,1,1,2,0,0,2,1,1,6,12,0,72.24,1.676,165.128,165.030017,0
c1cc(Cl)ccc1NC(=O)Nc2cc([6*])nn2C,TRUE,2,3,1,2,0,0,1,2,2,2,7,17,0.090909091,58.95,1.8921,249.681,249.0543136,0
[10*]c1[nH]nc(c12)c(N)ncn2,TRUE,2,4,1,1,0,0,0,0,2,2,6,10,0,80.48,-0.8903,134.122,134.0466701,0
[5*]Nc1ccccc1,TRUE,1,1,1,1,0,0,0,1,1,1,2,7,0,12.03,1.5628,92.121,92.05002419,0
[6*]c1c[nH]c(c12)cccc2N,TRUE,2,1,1,1,0,0,0,0,2,2,3,10,0,41.81,0.9247,131.158,131.0609232,0
[*]Oc(c1)ccc2c1oc(=O)c(c23)CCCCC3,TRUE,0,3,1,1,0,0,0,1,3,2,4,17,0.357142857,39.44,2.905,229.255,229.0864693,0
[13*][C@@H]1[C@H](O)[C@H](O)[C@@H](O)c(n12)nnn2,TRUE,3,7,1,1,0,0,0,0,2,1,8,12,0.8,104.29,-2.5102,171.136,171.0518151,4
[7*]C[NH+]=C(N)N,TRUE,3,0,1,0,1,1,0,1,0,0,4,5,0.5,66.01,-3.1528,73.099,73.06344864,0
[nH]1c(N)nc(=O)c2c1N=C[C@@H](N23)CN(C3)c4ccc(cc4)C(=O)N[27*],TRUE,3,7,2,2,0,0,0,2,4,2,10,24,0.2,119.71,-0.0852,324.324,324.1208977,1
O[C@@H]1[C@@H]([18*])O[C@H]([C@@H]1O)[n+]2c[nH]c(c23)c(O)nc(n3)O,TRUE,5,7,1,1,1,1,0,1,3,2,10,18,0.444444444,135.6,-2.2174,254.202,254.0645708,4
C[S@](=O)[3*],TRUE,0,1,0,0,0,0,0,0,0,0,3,3,1,17.07,-0.1708,63.101,62.99046072,1
[15*][C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,TRUE,4,5,0,0,0,0,0,0,1,0,6,10,1,90.15,-2.7069,149.122,149.0449984,5
[29*]N1[C@@H](O)[C@@H](O)CC(=C1)C(=O)N,TRUE,3,4,1,0,0,0,0,1,1,0,6,11,0.5,86.79,-1.7951,157.149,157.0613171,2
[12*][C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,TRUE,3,4,0,0,0,0,0,0,1,0,5,8,1,69.92,-2.0678,119.096,119.0344337,4
O[C@H]1[C@@H]([23*])C[C@H]([C@@]12C)[C@H]3[C@H](CC2)c4c(CC3)cc(O)cc4,TRUE,2,2,1,1,0,0,0,0,4,1,3,20,0.666666667,40.46,3.5569,271.38,271.169805,6
[10*]c1sc(cc1)-c(c2)oc(c23)cccc3,TRUE,0,2,1,2,0,0,0,1,3,3,3,14,0,13.14,3.3359,199.254,199.0217608,0
c1cc(Br)ccc1-c2coc(c23)cc(O[9*])cc3,TRUE,0,2,1,2,0,0,1,2,3,3,4,17,0,22.37,4.7054,288.12,286.9707666,0
[20*]NC(=O)c1ccc(cc1)C(=O)N2CCOCC2,TRUE,1,3,1,1,0,0,0,2,2,1,6,17,0.333333333,58.64,0.3531,233.247,233.0926173,0
[4*]Oc1c(N)nccc1,TRUE,1,3,1,1,0,0,0,1,1,1,4,8,0,48.14,0.5069,109.108,109.0401878,0
[17*]Nc1ccc(cc1)C(\N)=N\[H],TRUE,3,2,1,1,0,0,0,2,1,1,4,10,0,61.9,0.84687,134.162,134.0718223,0
[8*]Cn1c(C)nc(c12)cccc2,TRUE,0,2,1,1,0,0,0,1,2,2,3,11,0.222222222,17.82,1.85152,145.185,145.0765733,0
[14*]NC(=O)c1ccc(cc1)NC(=O)Nc2[nH]c(N)nc(=O)c2N,TRUE,6,6,1,2,0,0,0,3,2,2,11,22,0,168.02,-0.2276,302.274,302.1001622,0
O=C([5*])c(c1)ccc(c12)cccc2,TRUE,0,1,1,1,0,0,0,1,2,2,2,12,0,17.07,2.5293,155.176,155.0496898,0
O[C@H]1[C@H](O)[C@@H](O)C(=N[C@@H]1[12*])NO,TRUE,5,6,1,0,0,0,0,0,1,0,7,11,0.8,105.31,-2.6646,161.137,161.0562318,4
[11*][C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,TRUE,4,5,0,0,0,0,0,0,1,0,6,10,1,90.15,-2.7069,149.122,149.0449984,5
O[C@@H](C1)[C@@H]([12*])O[C@H]1n2cnc(c23)c(=O)nc[nH]3,TRUE,2,6,1,1,0,0,0,1,3,2,8,16,0.444444444,93.03,-0.7252,221.196,221.0674651,3
ON\C(N)=N\C[7*],TRUE,3,2,1,0,0,0,0,1,0,0,5,6,0.5,70.64,-1.2133,88.09,88.05108681,0
O[C@H]1[C@@H](O)[C@@H](O[C@@H]1[15*])[n+]2cc(C(=O)O)ccc2,TRUE,3,4,1,1,1,1,0,2,2,1,7,16,0.4,90.87,-1.2017,225.2,225.0631739,4
c1ccc(Br)c([nH+]2)c1c([NH3+])c(c23)cccc3C(=O)N[17*],TRUE,2,1,1,1,2,2,1,1,3,3,6,19,0,70.88,1.6371,317.166,316.0074519,0
O=c1nc(N)[nH]c(c12)ncn2C[10*],TRUE,2,5,1,1,0,0,0,1,2,2,7,12,0.166666667,89.59,-0.7914,164.148,164.0572348,0
[11*][C@]12[C@H](O1)C[C@H](O)[C@@H](O)[C@@H]2O,TRUE,3,4,0,0,0,0,0,0,2,0,5,10,1,73.22,-1.8828,145.134,145.0500838,5
c1cc([22*])ccc1NC(=O)c(c2)ccc(c23)cc(cc3)C(\N)=N\[H],TRUE,3,2,1,2,0,0,0,3,3,3,5,22,0,78.97,2.55077,288.33,288.1136871,0
[12*]Oc1ccc([N+]([O-])=O)cc1,TRUE,0,3,1,1,2,0,0,2,1,1,5,10,0,52.37,1.4379,138.102,138.019118,0
O=C1C(OC)=CC(=O)c(c12)n(C)c(c2[12*])C,TRUE,0,4,1,1,0,0,0,1,2,1,5,15,0.272727273,48.3,0.41742,204.205,204.0660682,0
[12*]Oc1nc(N)nc(c12)nc[nH]2,TRUE,2,5,1,1,0,0,0,1,2,2,7,11,0,89.71,-0.2218,150.121,150.0415847,0
O=C1[C@H]([13*])NC(=O)[C@@H](N12)CCC2,TRUE,1,2,2,0,0,0,0,0,2,0,5,11,0.714285714,49.41,-1.0174,153.161,153.0664025,2
[10*]N1N[C@H](I)c(c12)c(N)ncn2,TRUE,2,5,1,1,0,0,1,0,2,1,7,11,0.2,67.07,0.2813,262.034,261.9589682,1
[11*]OC(=O)C(=O)N1CCCCC1,TRUE,0,3,1,0,0,0,0,0,1,0,5,11,0.714285714,46.61,0.0064,156.161,156.0660682,0
OC(=O)C(=O)Nc(cc1)ccc1[9*],TRUE,2,2,1,1,0,0,0,1,1,1,5,12,0,66.4,-0.1157,164.14,164.0347681,0
S=[P@]([O-])([3*])O,TRUE,1,2,0,0,1,-1,0,0,0,0,5,4,0,43.29,-0.8872,96.047,95.94403548,1
CN([7*])c(c1)ccc(c12)nc(N)nc2N,TRUE,2,5,1,1,0,0,0,1,2,2,6,14,0.111111111,81.06,0.6947,188.214,188.0936203,0
OC(=O)N[9*],TRUE,2,1,1,0,0,0,0,0,0,0,4,4,0,49.33,-0.2817,60.032,60.0085533,0
O=c1[nH][nH]c(=O)c(c12)nc([6*])[nH]2,TRUE,3,3,1,1,0,0,0,0,2,2,7,11,0,94.4,-1.8859,151.105,151.0256003,0
O[C@@H]1[C@@H](O)[C@H](O)[C@@H]([16*])O[C@@]12NC(=O)N(O)C2=O,TRUE,5,7,1,0,0,0,0,0,2,0,10,16,0.714285714,139.56,-3.388,233.156,233.0409756,5
[2*][C@H]1CO[C@H]([C@@H]1O)n2cnc(c23)c(N)ncn3,TRUE,2,7,1,1,0,0,0,1,3,2,8,16,0.444444444,99.08,-0.364,220.212,220.0834496,3
[29*]NC(=S)Nc(cc1)cc(C(=O)O)c1-c2c(ccc(=O)c3)c3oc(c24)cc(O)cc4,TRUE,4,5,1,2,0,0,0,3,4,2,9,29,0,111.8,3.7193,405.411,405.0545175,0
[O-][N+](=O)c(c1[*])cc([N+]([O-])=O)cc1,TRUE,0,4,1,1,4,0,0,2,1,1,7,12,0,86.28,0.6776,167.1,167.0092816,0
[6*]Oc1cc(=O)sc(c12)cccc2,TRUE,0,3,1,1,0,0,0,1,2,2,4,12,0,26.3,2.1046,177.204,177.0010254,0
[13*][C@@H]1[C@@H](O)[C@H](O)[C@@H](O)c(n12)nnn2,TRUE,3,7,1,1,0,0,0,0,2,1,8,12,0.8,104.29,-2.5102,171.136,171.0518151,4
n1cnc(O)c(c12)NCN2[9*],TRUE,2,5,1,1,0,0,0,0,2,1,6,10,0.2,61.28,-0.1641,137.122,137.0463358,0
[H]/N=C(\N)c(cc1)cc(c12)ccc(c2)C(=O)Nc(c3)ccc(c34)CCN=C4[8*],TRUE,3,3,1,2,0,0,0,3,4,3,6,26,0.095238095,91.33,3.22817,341.394,341.1402362,0
COC(=O)N[21*],TRUE,1,2,1,0,0,0,0,0,0,0,4,5,0.5,38.33,-0.1933,74.059,74.02420337,0
O=C1CCN1[7*],TRUE,0,1,1,0,0,0,0,0,1,0,3,5,0.666666667,20.31,-0.317,70.071,70.02928875,0
[7*]Cn1ccc(c12)cccc2,TRUE,0,1,1,1,0,0,0,1,2,2,2,10,0.111111111,4.93,2.1481,130.17,130.0656743,0
O[C@@H]1[C@H](O)[C@@H]([31*])O[C@H]1n(cn2)c(nc3)c2c(n34)ncc4,TRUE,2,8,1,1,0,0,0,1,4,3,9,19,0.363636364,97.7,-0.795,260.233,260.0783642,4
O[C@H]1[C@@H](O)[C@@H](O[C@@H]1[32*])[n+]2cc(C(=O)N)ccc2,TRUE,3,4,1,1,1,1,0,2,2,1,7,16,0.4,96.66,-1.801,224.216,224.0791583,4
NC([2*])N,TRUE,2,2,0,0,0,0,0,0,0,0,3,3,1,52.04,-1.2633,45.065,45.04527316,0
O[C@@H]1[C@H](O)[C@@H]([17*])O[C@@]12NC(=O)NC2=O,TRUE,4,5,1,0,0,0,0,0,2,0,8,13,0.666666667,107.89,-2.8505,187.131,187.0354963,4
[8*]Cn1cnc(c12)c(=O)nc([nH]2)Nc3ccccc3,TRUE,2,5,1,2,0,0,0,3,3,3,7,18,0.083333333,75.6,1.37,240.246,240.0885349,0
O[C@H]1[C@@H](O)[C@@H](C[C@@H]1[27*])[n+]2cc(C(=O)N)ccc2,TRUE,3,3,1,1,1,1,0,2,2,1,6,16,0.454545455,87.43,-0.9226,222.244,222.0998937,4
Cc1c(=O)[nH]c(=O)[nH]c1[7*],TRUE,2,2,1,1,0,0,0,0,1,1,5,9,0.2,65.72,-1.45378,125.107,125.0351024,0
[12*]c1[nH]ccn1,TRUE,1,1,1,1,0,0,0,0,1,1,3,5,0,28.68,-0.4157,67.071,67.0296231,0
[18*]Oc(c1)ccc(c12)cccc2,TRUE,0,1,1,1,0,0,0,1,2,2,2,11,0,9.23,2.6829,143.165,143.0496898,0
[1*]c1c(O)cc(C)cc1,TRUE,1,1,1,1,0,0,0,0,1,1,2,8,0.142857143,20.23,0.87522,107.132,107.0496898,0
c1c([*])ccc(c12)NC(=O)C\2=C(C3=O)/Nc(c34)cccc4,TRUE,2,3,1,2,0,0,0,0,4,2,5,20,0,58.2,1.8328,261.26,261.0664025,0
[O-][N+](=O)C1=CC(=[N+]([O-])O)C=C([N+]([O-])=O)C12O[C@H]3[C@@H](O2)[C@@H](O[C@@H]3[35*])n4cnc(c45)c(N)ncn5,TRUE,2,14,2,1,6,0,0,3,5,2,18,32,0.333333333,229.89,-1.0317,447.3,447.0648989,4
O[C@@H]1[C@H](O)[C@@H](O)C(=N[C@@H]1[12*])NO,TRUE,5,6,1,0,0,0,0,0,1,0,7,11,0.8,105.31,-2.6646,161.137,161.0562318,4
c1nc([8*])cn1-c2n[nH]nn2,TRUE,1,5,1,2,0,0,0,1,2,2,7,10,0,72.28,-1.44,135.11,135.0419191,0
O=c1nc(N)[nH]c(c12)ccc([13*])c2,TRUE,2,3,1,1,0,0,0,0,2,2,5,12,0,71.77,-0.3201,160.156,160.0510868,0
c1cc(Br)ccc1-c2nsc(c23)cc(O[10*])cc3,TRUE,0,3,1,2,0,0,1,2,3,3,5,17,0,22.12,4.5689,305.176,303.9431719,0
c1cc(N(C)C)ccc1-c(cc2)ccc2[12*],TRUE,0,1,1,2,0,0,0,2,2,2,2,15,0.142857143,3.24,2.5942,196.273,196.1126244,0
O=C([9*])Nc1ccccc1,TRUE,1,1,1,1,0,0,0,1,1,1,3,9,0,29.1,1.7678,120.131,120.0449388,0
O[C@@H]1[C@@H]([7*])O[C@H](C)[C@@H](O)[C@@H]1O,TRUE,3,4,0,0,0,0,0,0,1,0,5,10,1,69.92,-1.6368,147.15,147.0657338,5
[12*]c1c(Cl)c(OC)c(OC)c(c1)OC,TRUE,0,3,1,1,0,0,1,3,1,1,5,13,0.333333333,27.69,1.5404,201.629,201.0318469,0
[H]/N=C(\N)c(cc1)cc(c12)ccc(c2)C(=O)Nc(c3)ccc(c34)CNC[C@@H]4[9*],TRUE,4,3,1,2,0,0,0,3,4,3,6,26,0.142857143,91,3.06977,343.41,343.1558862,1
[11*]N1CC[C@H]([C@@H]12)CCCC2,TRUE,0,1,0,0,0,0,0,0,2,0,2,9,1,3.24,1.7152,124.207,124.1126244,2
N[C@@H]1N[C@H](N)N[C@H]([C@H]12)CC[C@H]([11*])C2,TRUE,4,4,0,0,0,0,0,0,2,0,5,12,1,76.1,-0.7872,169.252,169.1453215,5
O[C@@]1([11*])OC[C@H](O)[C@@H](O)[C@@H]1O,TRUE,4,5,0,0,0,0,0,0,1,0,6,10,1,90.15,-2.7053,149.122,149.0449984,4
O=c1nc(N)[nH]c(c12)=NC[C@@H](N=2)[9*],TRUE,2,5,1,1,0,0,0,0,2,1,7,12,0.333333333,96.49,-2.5197,164.148,164.0572348,1
[10*]NC(=O)c1ccc(N(C)C)cc1,TRUE,1,2,1,1,0,0,0,2,1,1,4,12,0.222222222,32.34,0.9467,163.2,163.087138,0
C1=CC[C@H](O)c(c12)nc(cc2[10*])C(=O)O,TRUE,2,3,1,1,0,0,0,1,2,1,5,14,0.2,70.42,0.4047,190.178,190.0504181,1
Clc1cccc(Cl)c1-c(c(=O)n2C)cc(c23)cnc(n3)Nc4cc([2*])ccc4,TRUE,1,5,1,3,0,0,2,3,4,4,8,27,0.05,59.81,4.2205,396.257,395.0466414,0
O[C@H]1C[C@@H](O[C@@H]1[26*])n2cnc(c23)c(N)ncn3,TRUE,2,7,1,1,0,0,0,1,3,2,8,16,0.444444444,99.08,-0.4363,220.212,220.0834496,3
[39*]c1oc(cc1)C(=O)O,TRUE,1,2,1,1,0,0,0,1,1,1,4,8,0,50.44,0.1524,111.076,111.008219,0
C=C([18*])C,TRUE,0,0,0,0,0,0,0,0,0,0,1,3,0.333333333,0,1.0693,41.073,41.03912516,0
CN([8*])c(c1)cnc(c12)nc(N)nc2N,TRUE,2,6,1,1,0,0,0,1,2,2,7,14,0.125,93.95,0.0897,189.202,189.0888693,0
[11*][C@H]1OCC(=C)C(=N1)C(=O)O,TRUE,1,3,1,0,0,0,0,1,1,0,5,10,0.333333333,58.89,-0.0687,140.118,140.0347681,1
[2*][C@@H]1O[C@@H](C)Cc(c12)oc3c(c2=O)c(C(=O)O)c(O)c(O)c3,TRUE,3,6,1,1,0,0,0,1,3,2,8,21,0.285714286,117.2,1.4115,291.235,291.0504777,2
O[C@H]1C[C@@H](O[C@@H]1[11*])n2ccc(N)nc2=O,TRUE,2,6,1,1,0,0,0,1,2,1,7,14,0.5,90.37,-1.0193,196.186,196.0722162,3
Ic(c1)c(O)c(I)cc1[10*],TRUE,1,1,1,1,0,0,2,0,1,1,4,9,0,20.23,1.776,344.897,344.8273357,0
[nH]1c(N)nc(=O)c(c12)cc(N)cc2[9*],TRUE,3,4,1,1,0,0,0,0,2,2,6,13,0,97.79,-0.7379,175.171,175.0619858,0
c1c([2*])sc(c12)S(=O)(=O)N(CC2)c3cc(OC)ccc3,TRUE,0,4,2,2,0,0,0,2,3,2,7,19,0.230769231,46.61,1.6827,294.377,294.0258602,0
[11*]Oc1nc(N)cc(c12)[nH]cn2,TRUE,2,4,1,1,0,0,0,1,2,2,6,11,0,76.82,0.3832,149.133,149.0463358,0
O[C@@H]1[C@@H]([14*])O[C@@H](O)C[C@H]1O,TRUE,3,4,0,0,0,0,0,0,1,0,5,9,1,69.92,-1.6777,133.123,133.0500838,4
[8*]OC(=O)c1ccc(O)cc1,TRUE,1,3,1,1,0,0,0,1,1,1,4,10,0,46.53,1.0133,137.114,137.023869,0
[9*]Nc([nH]1)nc(c12)cccc2,TRUE,2,2,1,1,0,0,0,1,2,2,4,10,0,40.71,1.4391,132.146,132.0561722,0
[9*]c1sc(cc1)-c2nc(sc2)N=C(N)N,TRUE,2,4,1,2,0,0,0,2,2,2,7,14,0,77.29,0.9511,223.306,223.0112132,0
[13*]NC(=O)c1nccnc1C(=O)O,TRUE,2,4,1,1,0,0,0,2,1,1,7,12,0,92.18,-0.6311,166.116,166.025266,0
C1SC(=O)N[C@@H]1[7*],TRUE,1,2,1,0,0,0,0,0,1,0,4,6,0.666666667,29.1,0.3182,102.138,102.0013597,1
[C@H]12O[C@]([12*])(O)C[C@@H](C1)OC(=O)/C=C(C)\CC/C=C/C=C\[C@@H](C)CC2,TRUE,1,4,2,0,0,0,0,0,2,0,5,23,0.631578947,55.76,3.5414,319.421,319.1909343,4
O=[P@]([6*])(O)N,TRUE,2,1,0,0,0,0,0,0,0,0,5,4,0,63.32,-0.4052,80.003,79.99013997,1
[4*][C@@H]1CCCc(c12)cccc2,TRUE,0,0,1,1,0,0,0,0,2,1,1,10,0.4,0,2.6133,131.198,131.0860754,1
[14*]OC(=O)/C=C/C=C/C=C/C=C/C(=O)O,TRUE,1,3,1,0,0,0,0,5,0,0,5,14,0,63.6,1.3033,193.178,193.0500838,0
C1O[C@H]1[13*],TRUE,0,1,0,0,0,0,0,0,1,0,2,3,1,12.53,-0.108,43.045,43.01838972,1
[4*]c1[nH]nc(c1)NC(=O)c2ccccc2,TRUE,2,2,1,2,0,0,0,2,2,2,5,14,0,57.78,0.8366,186.194,186.0667369,0
[17*]c1cc(F)c(F)cc1,TRUE,0,0,1,1,0,0,2,0,1,1,3,8,0,0,1.1394,113.086,113.0202815,0
[6*]NC(=O)NO,TRUE,3,2,1,0,0,0,0,0,0,0,5,5,0,61.36,-0.8609,75.047,75.01945234,0
[15*][C@H]1O[C@H](O)[C@H](N)[C@@H](O)[C@@H]1O,TRUE,4,5,0,0,0,0,0,0,1,0,6,10,1,95.94,-2.7405,148.138,148.0609828,5
[16*]Oc1c([N+]([O-])=O)cc([N+]([O-])=O)cc1,TRUE,0,5,1,1,4,0,0,3,1,1,8,13,0,95.51,1.3461,183.099,183.0041962,0
[20*][C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H](C[C@@H]2O)[C@]4(C)[C@H](C[C@H]3O)C[C@H](O)CC4,TRUE,3,3,0,0,0,0,0,0,4,0,4,22,1,60.69,2.6694,307.454,307.2273199,10
